Suburb,Year,Average
Beacon Hill,2015,96.1
Beaumont Hills,2015,95.5
Beecroft,2015,91.25
Beelbangera,2015,95.5
Bega,2015,91.4
Bellambi,2015,91.4
Bellbird,2015,92.9
Bellevue Hill,2015,93.5
Bellingen,2015,93.1
Belmont,2015,92.2
Belmont North,2015,93.4
Belmore,2015,92.6
Belrose,2015,94.15
Bemboka,2015,92.5
Berala,2015,95.5
Beresfield,2015,94.7
Berkeley,2015,93.8
Berkeley Vale,2015,94.1
Bermagui,2015,89.3
Berowra,2015,95.6
Berowra Heights,2015,93.55
Berrima,2015,95.8
Berry,2015,95.1
Beverly Hills,2015,91.53333333
Bexhill,2015,93.7
Bexley,2015,92.475
Bidwill,2015,93.8
Bilpin,2015,89.1
Bingara,2015,64.8
Birrong,2015,94.6
Black Hill,2015,97.4
Blackalls Park,2015,93.1
Blackheath,2015,93.95
Blacksmiths,2015,93.8
Blacktown,2015,91.84285714
Blairmount,2015,89.1
Blakebrook,2015,96.6
Blakehurst,2015,92.65
Blaxland,2015,94.8
Blaxland East,2015,87.7
Blayney,2015,94.9
Bligh Park,2015,95.6
Boambee,2015,91.8
Bodalla,2015,95.5
Bogangar,2015,95.1
Bolwarra,2015,96
Bomaderry,2015,92.1
Bombala,2015,94.6
Bonalbo,2015,90.4
Bondi Beach,2015,93
Bonnet Bay,2015,93.9
Bonnyrigg,2015,93.8
Bonnyrigg Heights,2015,92.4
Boolaroo,2015,94.2
Boomerang Beach,2015,93
Booragul,2015,93.1
Booral,2015,95.3
Boorowa,2015,94.6
Boree Creek,2015,95
Bossley Park,2015,93.53333333
Botany,2015,93.425
Bourke,2015,93.4
Bowral,2015,93.5
Bowraville,2015,91.8
Bradbury,2015,91.9
Braidwood,2015,89.7
Branxton,2015,91.9
Brewarrina,2015,93
Brighton-Le-Sands,2015,94.1
Broadmeadow,2015,94.65
Broke,2015,94.7
Broken Hill,2015,93.86
Brooklyn,2015,90.7
Brookvale,2015,92.8
Broulee,2015,95.75
Brunswick Heads,2015,93.8
Budgewoi,2015,94.2
Bulli,2015,95.6
Bundanoon,2015,95.8
Bundarra,2015,93.4
Bundeena,2015,90.3
Bungendore,2015,92.7
Burren Junction,2015,93.9
Burringbar,2015,94.7
Burwood,2015,91.05
Busby,2015,95.7
Buxton,2015,92.6
Byron Bay,2015,93.6
Cabramatta,2015,92.1
Callala Bay,2015,91.5
Cambewarra,2015,95.4
Cambridge Park,2015,88
Camden,2015,92.925
Cammeray,2015,93.95
Campbelltown,2015,94.37142857
Campsie,2015,95.25
Candelo,2015,92.6
Canley Heights,2015,94.7
Canley Vale,2015,95.4
Canowindra,2015,93
Canterbury,2015,94.55
Captains Flat,2015,91.6
Cardiff,2015,94.55
Cardiff South,2015,95.9
Caringbah,2015,94.5
Carlingford,2015,93.25
Carlton,2015,93.4
Carnes Hill,2015,91.7
Carramar,2015,85.9
Carrington,2015,92.4
Cartwright,2015,94.5
Casino,2015,92.25
Castle Hill,2015,94.45
Castlereagh,2015,93.3
Casula,2015,96.4
Cattai,2015,90.3
Caves Beach,2015,92
Cecil Hills,2015,94.1
Central Mangrove,2015,94.9
Central Tilba,2015,94.6
Cessnock,2015,93.4
Charlestown,2015,94.575
Chatswood,2015,94.65
Chatsworth,2015,94.6
Cherrybrook,2015,90.96666667
Chester Hill,2015,94.06666667
Chippendale,2015,95.2
Chipping Norton,2015,95.1
Chisholm,2015,94.2
Chittaway Bay,2015,96.6
Claremont Meadows,2015,91.6
Clarence Town,2015,95.7
Clarenza,2015,98.1
Claymore,2015,93.6
Clergate,2015,93.5
Clovelly,2015,92.5
Clunes,2015,94.5
Coal Point,2015,91.2
Cobar,2015,90.7
Cobargo,2015,96.7
Cobbitty,2015,94.05
Coffee Camp,2015,89.8
Coffs Harbour,2015,94.53333333
Coleambally,2015,93.05
Coledale,2015,92.6
Collarenebri,2015,95.4
Collaroy,2015,96.2
Collaroy Plateau,2015,95.95
Colo Vale,2015,93.8
Como,2015,92.65
Concord,2015,95.4
Condobolin,2015,92.6
Condong,2015,95.4
Coniston,2015,95.2
Coogee,2015,94.5
Coolah,2015,95.9
Coolamon,2015,96.7
Cooma,2015,94.3
Cooma North,2015,94.2
Coonabarabran,2015,88.9
Coonamble,2015,95.7
Coorabell,2015,94.5
Cooranbong,2015,94.8
Cootamundra,2015,93.4
Copacabana,2015,94.2
Copmanhurst,2015,93.5
Coraki,2015,93.8
Cordeaux Heights,2015,91.9
Corindi Beach,2015,91.1
Corowa,2015,92.8
Corrimal,2015,93.93333333
Coutts Crossing,2015,95.1
Cowan,2015,92.2
Cowra,2015,95.15
Cranebrook,2015,92.125
Crescent Head,2015,95.7
Cringila,2015,94.1
Cromer,2015,90.6
Cronulla,2015,93.675
Croydon,2015,94.1
Croydon Park,2015,92.2
Crystal Creek,2015,92.5
Cudal,2015,93.6
Culcairn,2015,95.4
Cumnock,2015,92.8
Cundletown,2015,95.3
Curlewis,2015,94.8
Currans Hill,2015,96.4
Daceyville,2015,92.4
Dapto,2015,94.15
Dareton,2015,91.7
Davidson,2015,92.6
Dean Park,2015,95.4
Dee Why,2015,89.5
Delegate,2015,93.1
Delungra,2015,93.9
Deniliquin,2015,93.76666667
Denman,2015,88.1
Dharruk,2015,94.4
Diamond Beach,2015,95
Doonside,2015,93.1
Dorrigo,2015,96.1
Double Bay,2015,93.8
Douglas Park,2015,93.3
Dover Heights,2015,92
Drummoyne,2015,93.6
Dubbo,2015,93.68333333
Dudley,2015,93.5
Dulwich Hill,2015,92.4
Dundas Valley,2015,94.5
Dunedoo,2015,99.2
Dungay,2015,93.1
Dungog,2015,92.8
Dunmore,2015,96.5
Dunoon,2015,94.4
Dural,2015,93.3
Duri,2015,93.7
Eagle Vale,2015,93.1
Earlwood,2015,93.525
East Lindfield,2015,93.9
East Lismore,2015,93.2
East Maitland,2015,92.2
Eastern Creek,2015,95.8
Eastlakes,2015,95.2
Eastwood,2015,94.35
Eden,2015,95.7
Edensor Park,2015,91.95
Edgeworth,2015,92.5
Edmondson Park,2015,94.6
Eglinton,2015,90.9
Elanora Heights,2015,89.4
Elderslie,2015,92.7
Eleebana,2015,97.3
Ellalong,2015,90
Emerton,2015,93.7
Emmaville,2015,95.2
Emu Plains,2015,94.575
Enfield,2015,94.3
Engadine,2015,94.1
Epping,2015,93.3
Erina,2015,91.55
Erina Heights,2015,93.65
Ermington,2015,94.6
Erskine Park,2015,93.25
Erskineville,2015,93.4
Eschol Park,2015,94.5
Ettalong Beach,2015,92.8
Eungella,2015,92.9
Evans Head,2015,96.6
Exeter,2015,92
Fairfield,2015,93.83333333
Fairfield East,2015,94.1
Fairfield West,2015,91.6
Fairy Meadow,2015,93
Fassifern,2015,95.8
Faulconbridge,2015,93.4
Fennell Bay,2015,95.1
Fern Bay,2015,96.3
Five Dock,2015,94.2
Fletcher,2015,93.6
Forest Lodge,2015,93.6
Forestville,2015,93.3
Forster,2015,95
Frenchs Forest,2015,95.1
Freshwater,2015,95.3
Galston,2015,91.2
Ganmain,2015,91.8
Garden Suburb,2015,89.9
Georges Hall,2015,93.26666667
Gerringong,2015,95.8
Gilgandra,2015,95.2
Gillieston Heights,2015,95.1
Glebe,2015,92.1
Glenbrook,2015,93.9
Glendale,2015,92.3
Glenfield,2015,94.8
Glenhaven,2015,92.8
Glenmore Park,2015,93.8
Glenorie,2015,94.5
Glenreagh,2015,88.3
Glenwood,2015,90.6
Glossodia,2015,94.5
Gloucester,2015,93.7
Gol Gol,2015,93.4
Goolgowi,2015,94.8
Goonellabah,2015,92.26666667
Gordon,2015,89.7
Goulburn,2015,94.46666667
Goulburn North,2015,92.8
Grafton,2015,92.03333333
Granville,2015,92.56666667
Granville East,2015,93
Grays Point,2015,95.9
Green Point,2015,94.6
Green Valley,2015,93.7
Greenacre,2015,93.82
Greenwell Point,2015,91.9
Greenwich,2015,91.4
Grenfell,2015,94.9
Gresford,2015,93.6
Greta,2015,89.7
Greystanes,2015,93.66666667
Griffith,2015,91.9
Grose Vale,2015,93.7
Guildford,2015,92.2
Guildford West,2015,89.1
Gulargambone,2015,94.6
Gulgong,2015,94.3
Gulmarrad,2015,85.3
Gundagai,2015,94.8
Gundaroo,2015,86.1
Gunnedah,2015,94.3
Gunning,2015,93.3
Guyra,2015,87.4
Gwandalan,2015,97.9
Gwynneville,2015,94.9
Gymea,2015,93.9
Gymea Bay,2015,95.2
Haberfield,2015,92.4
Hamilton,2015,93.9
Hammondville,2015,92.2
Hanwood,2015,96
Harrington,2015,92.3
Harrington Park,2015,93.6
Harwood,2015,92.9
Hazelbrook,2015,93.7
Hebersham,2015,95.6
Helensburgh,2015,94.35
Henty,2015,89.9
Hillston,2015,94.5
Hinchinbrook,2015,95.9
Hinton,2015,93.4
Hobartville,2015,96.5
Holbrook,2015,92
Holgate,2015,92.2
Holsworthy,2015,95
Homebush,2015,88.3
Homebush West,2015,94.1
Hornsby,2015,94.3
Horsley,2015,92.6
Howlong,2015,93.2
Hoxton Park,2015,93.25
Hunters Hill,2015,95.8
Hurstville,2015,92.6
Illawong,2015,94.8
Iluka,2015,91.4
Ingleburn,2015,94.06666667
Inverell,2015,94.2
Islington,2015,92.6
Jannali,2015,93.3
Jerilderie,2015,95.3
Jerrabomberra,2015,93.2
Jewells,2015,93.5
Jindabyne,2015,94.7
Jindera,2015,92.45
Junee,2015,94.26666667
Kahibah,2015,93.6
Kanahooka,2015,93.2
Kandos,2015,96.1
Karangi,2015,94.2
Kareela,2015,91.8
Karuah,2015,94.4
Katoomba,2015,92.33333333
Kearsley,2015,95
Keiraville,2015,93.8
Kellyville,2015,92.41666667
Kelso,2015,92.9
Kempsey,2015,94.1
Kendall,2015,95.1
Kensington,2015,94.1
Kenthurst,2015,94.5
Kiama,2015,92.75
Killara,2015,93.75
Killarney Heights,2015,92.7
Killarney Vale,2015,89.4
Kincumber,2015,92.5
Kings Langley,2015,93.2
Kingscliff,2015,91.4
Kingsgrove,2015,94.9
Kingswood,2015,93.8
Kirrawee,2015,92.5
Kirribilli,2015,92.3
Kitchener,2015,93.5
Kogarah,2015,91.9
Kootingal,2015,94
Korora,2015,94.5
Kotara,2015,94.5
Kulnura,2015,94.6
Kurnell,2015,90.7
Kurrajong,2015,94.625
Kurrajong Hills,2015,94.8
Kurri Kurri,2015,95.35
Kyogle,2015,91.6
Laguna,2015,92.8
Lake Albert,2015,94
Lake Cargelligo,2015,92.1
Lake Cathie,2015,91.2
Lake Heights,2015,94.3
Lake Illawarra,2015,95.9
Lake Munmorah,2015,93.85
Lakemba,2015,93.5
Lalor Park,2015,94.2
Lambton,2015,93.9
Lane Cove,2015,93.26666667
Largs,2015,87.1
Laurieton,2015,95.4
Lavington,2015,94.1
Lawson,2015,91.4
Leeton,2015,94
Leeville,2015,92.1
Leichhardt,2015,92.8
Lethbridge Park,2015,92.8
Leumeah,2015,95.1
Leura,2015,92.1
Lewisham,2015,95.9
Lidcombe,2015,94.8
Lightning Ridge,2015,82.2
Lilli Pilli,2015,93.7
Lindfield,2015,94.9
Lisarow,2015,92.9
Lismore,2015,94.775
Lithgow,2015,95.3
Liverpool,2015,95.05
Lochinvar,2015,91.6
Londonderry,2015,92.7
Long Flat,2015,95.9
Luddenham,2015,94.05
Lugarno,2015,88.2
Lurnea,2015,94.3
Macksville,2015,93.7
Maclean,2015,93.9
Macquarie Fields,2015,92.8
Maitland,2015,92.6
Malabar,2015,87.3
Manilla,2015,94.9
Manly,2015,91.1
Manly Vale,2015,95.45
Maraylya,2015,95
Marks Point,2015,95.5
Maroubra,2015,93
Marrickville,2015,90.125
Marsden Park,2015,96.5
Marulan,2015,95
Maryland,2015,91.8
Mascot,2015,97.3
Mathoura,2015,92.1
Matraville,2015,93.55
Mayfield,2015,93.96666667
Meadow Flat,2015,95.4
Meadowbank,2015,91.2
Medowie,2015,90.2
Menai,2015,93.7
Mendooran,2015,87.5
Menindee,2015,94.4
Merewether,2015,93.5
Merewether Beach,2015,94.9
Merewether Heights,2015,95.9
Merimbula,2015,91.7
Merriwa,2015,95
Merrylands,2015,91.9
Metford,2015,94.5
Middleton Grange,2015,95.5
Millers Forest,2015,92.5
Millfield,2015,96.2
Milperra,2015,95
Milton,2015,94.1
Minchinbury,2015,94.2
Minmi,2015,94.2
Miranda,2015,94.1
Mittagong,2015,86.8
Moama,2015,94.55
Molong,2015,89.9
Mona Vale,2015,90.4
Moorebank,2015,94.1
Moree,2015,88.85
Morisset,2015,93.7
Mortdale,2015,95.1
Moruya,2015,95.5
Mosman,2015,94.05
Moss Vale,2015,91.8
Moulamein,2015,92.7
Mount Annan,2015,93.2
Mount Austin,2015,95.3
Mount Colah,2015,92.8
Mount Druitt,2015,92.42
Mount Keira,2015,94.1
Mount Kuring-Gai,2015,93.9
Mount Pleasant,2015,94.4
Mount Pritchard,2015,95.3
Mount Victoria,2015,92.6
Mudgee,2015,96
Mulbring,2015,97.1
Mungindi,2015,94.2
Murwillumbah,2015,90.1
Muswellbrook,2015,91.2
Narellan Vale,2015,95.3
Narrabeen,2015,93.8
Narrabri,2015,94.8
Narrandera,2015,95.3
Narromine,2015,93
Narwee,2015,92.3
Neutral Bay,2015,94.9
New Lambton,2015,93.1
Newcastle,2015,88.8
Newington,2015,95.8
Newtown,2015,93.1
Niagara Park,2015,95.6
Nords Wharf,2015,92
Normanhurst,2015,93.4
North Albury,2015,87.7
North Balgowlah,2015,95.4
North Casino,2015,94.6
North Curl Curl,2015,93.9
North Epping,2015,92.4
North Haven,2015,94.8
North Kellyville,2015,88.7
North Narrabeen,2015,92.4
North Nowra,2015,92.75
North Parramatta,2015,92.06
North Richmond,2015,93.9
North Rocks,2015,93.35
North Ryde,2015,94.525
North St Marys,2015,93.4
North Sydney,2015,93.2
North Turramurra,2015,94.8
Northbridge,2015,93.8
Northmead,2015,94.3
Nowra,2015,92.43333333
Nowra East,2015,92.3
Nundle,2015,95.5
Nyngan,2015,93.2
Oak Flats,2015,93.6
Oakdale,2015,94.8
Oakhurst,2015,94.6
Oakville,2015,93.95
Oatley,2015,92.4
Oberon,2015,92.6
Ocean Shores,2015,91.2
O'Connell,2015,94.8
Old Bar,2015,93.1
Oran Park,2015,92.23333333
Orange,2015,92.32222222
Orchard Hills,2015,89.775
Otford,2015,96.2
Oyster Bay,2015,93.1
Padstow,2015,88.83333333
Pagewood,2015,95.3
Pambula,2015,93.6
Pambula Beach,2015,88.1
Panania,2015,92.83333333
Parkes,2015,94.93333333
Parramatta,2015,93.85
Paterson,2015,94.1
Paxton,2015,95.4
Peak Hill,2015,86.9
Peakhurst,2015,93.65
Pelaw Main,2015,94.3
Pelican,2015,94.6
Pennant Hills,2015,92.9
Penrith,2015,94.26666667
Penshurst,2015,94.1
Perthville,2015,91.3
Petersham,2015,92.7
Picton,2015,94.3
Pitt Town,2015,96.2
Plumpton,2015,91.6
Point Clare,2015,90
Port Kembla,2015,91.4
Port Macquarie,2015,93.74
Potts Point,2015,92.8
Pottsville,2015,94.3
Prestons,2015,93.83333333
Pretty Beach,2015,93.1
Prospect,2015,92.1
Punchbowl,2015,92.6
Pymble,2015,92.375
Quakers Hill,2015,94.85
Queanbeyan,2015,93.32
Quirindi,2015,90
Raglan,2015,94.7
Ramsgate,2015,87.4
Randwick,2015,92.65
Rathmines,2015,94.5
Raymond Terrace,2015,94.4
Redhead,2015,91.5
Regents Park,2015,94.3
Regentville,2015,96.3
Revesby,2015,89
Richmond,2015,93.4
Riverstone,2015,95.5
Riverwood,2015,94.25
Robertson,2015,93.3
Rockdale,2015,92.7
Rooty Hill,2015,94.8
Ropes Crossing,2015,92.1
Rosebank,2015,95.9
Rosebery,2015,94.1
Rosehill,2015,95.9
Roselands,2015,90.6
Rosemeadow,2015,93.55
Roseville,2015,92.6
Rossmore,2015,95.4
Rouse Hill,2015,94
Rozelle,2015,93.4
Ruse,2015,93.2
Rutherford,2015,94.2
Rydalmere,2015,96.1
Ryde,2015,93.175
Salamander Bay,2015,93.4
Salt Ash,2015,89.7
San Remo,2015,89.6
Sandy Beach,2015,93.6
Sans Souci,2015,95.6
Sawtell,2015,93.45
Schofields,2015,91.4
Seaforth,2015,93.3
Seaham,2015,92.8
Seven Hills,2015,92.93333333
Shell Cove,2015,95.2
Shellharbour,2015,93.5
Shellharbour City,2015,95
Shelly Beach,2015,96.1
Shoal Bay,2015,95.2
Shoalhaven Heads,2015,93.5
Singleton,2015,91.53333333
Smithfield,2015,95.8
Smithtown,2015,92.6
South Coogee,2015,93.6
South Grafton,2015,94.3
South Gundagai,2015,92.9
South Hurstville,2015,91.6
South Lismore,2015,94.3
South Penrith,2015,94.1
South Tamworth,2015,91.6
South West Rocks,2015,94.3
South Windsor,2015,93.65
Speers Point,2015,92
Spring Farm,2015,92.7
Springfield,2015,95.2
Springwood,2015,94.9
St Andrews,2015,95.8
St Clair,2015,92.28
St Helens Park,2015,90.5
St Ives,2015,94.64
St Johns Park,2015,95.3
St Marys,2015,91.36666667
St Peters,2015,92.8
Stanmore,2015,93.7
Stockton,2015,95.1
Strathfield,2015,92.9
Stroud,2015,96
Stuarts Point,2015,93.2
Summer Hill,2015,92.8
Surfside,2015,94.8
Surry Hills,2015,92.85
Sutherland,2015,92.1
Swansea,2015,91.7
Sydney,2015,93.5
Sylvania,2015,91.1
Tacoma,2015,95.9
Tahmoor,2015,95.65
Tamworth,2015,91.275
Taree,2015,93.275
Tarro,2015,95.8
Telegraph Point,2015,95.4
Temora,2015,92.1
Tempe,2015,92.6
Tenambit,2015,95.9
Tenterfield,2015,94.05
Terranora,2015,93.85
Terrey Hills,2015,94.9
Terrigal,2015,95.75
The Entrance,2015,94.3
The Ponds,2015,92.15
Thirlmere,2015,95.4
Thirroul,2015,95.9
Thornleigh,2015,91.55
Thornton,2015,94.4
Thurgoona,2015,95.7
Tighes Hill,2015,94.8
Timbumburi,2015,92.9
Tinonee,2015,95.2
Tintenbar,2015,95.3
Toongabbie,2015,94.2
Toormina,2015,95.9
Toronto,2015,95.1
Townsend,2015,95.3
Tregear,2015,88.1
Tuggerah,2015,90.6
Tumbarumba,2015,93.6
Tumbi Umbi,2015,94.4
Tuncurry,2015,94.6
Turramurra,2015,89.75
Tweed Heads South,2015,91.2
Uki,2015,92
Ultimo,2015,94
Unanderra,2015,89.2
Upper Main Arm,2015,93.8
Uralla,2015,90.2
Urunga,2015,94.2
Vacy,2015,94.2
Valentine,2015,92.6
Vaucluse,2015,92.5
Villawood,2015,92.6
Wadeville,2015,93.1
Wagga Wagga,2015,92.35
Wahroonga,2015,91.3
Waitara,2015,93.9
Wallacia,2015,88.8
Wallsend,2015,95.15
Wangi Wangi,2015,95
Waratah,2015,94.1
Warialda,2015,92.4
Warners Bay,2015,94.5
Warnervale,2015,93.75
Warrimoo,2015,93.45
Warwick Farm,2015,94.1
Wattle Grove,2015,94.8
Wauchope,2015,93.66666667
Waverley,2015,90.86666667
Wee Waa,2015,92.65
Wentworth Falls,2015,96.2
Wentworthville,2015,92.35
Werrington,2015,93.45
Werris Creek,2015,94.8
West Gosford,2015,93.9
West Kempsey,2015,95.1
West Pymble,2015,94.5
West Tamworth,2015,93.75
West Wallsend,2015,94.7
Westdale,2015,91.5
Westmead,2015,94.03333333
Weston,2015,96.4
Wetherill Park,2015,95
Whalan,2015,90.85
Wilberforce,2015,96
Wiley Park,2015,93.9
Willmot,2015,96.7
Willoughby,2015,95.4
Wilton,2015,92.55
Windale,2015,95
Wingham,2015,93
Winmalee,2015,93.8
Winston Hills,2015,94.8
Wollongbar,2015,90.4
Wollongong,2015,91.9
Wollongong West,2015,94.9
Woodberry,2015,93.1
Woodburn,2015,92.8
Woodenbong,2015,94.7
Woolgoolga,2015,94.2
Wooli,2015,93.7
Woollahra,2015,93.2
Woy Woy,2015,94.8
Wyee,2015,95.3
Wyoming,2015,95.5
Wyong,2015,94
Wyong Creek,2015,96
Yagoona,2015,95.4
Yamba,2015,92.6
Yass,2015,95.2
Yennora,2015,92.9
Young,2015,87
Yowie Bay,2015,97
Abbotsford,2016,95.2
Aberdeen,2016,91.5
Abermain,2016,93.2
Adamstown,2016,92.7
Albion Park,2016,92.3
Albury,2016,92.93333333
Allambie Heights,2016,93.5
Alstonville,2016,95.65
Ambarvale,2016,92.45
Annandale,2016,94.3
Annangrove,2016,94.3
Appin,2016,93.4
Arcadia,2016,95.3
Ariah Park,2016,89.8
Armidale,2016,93.71428571
Arncliffe,2016,93.53333333
Ashbury,2016,94.5
Ashcroft,2016,93.6
Ashfield,2016,94.2
Ashmont,2016,94.4
Ashtonfield,2016,93
Auburn,2016,93.125
Austinmer,2016,94.6
Austral,2016,94.9
Avalon Beach,2016,95.4
Avoca Beach,2016,95.9
Awaba,2016,97.5
Balgowlah,2016,91.73333333
Balgownie,2016,92.6
Ballina,2016,93.5
Balmain,2016,94.2
Balmain East,2016,92.6
Balranald,2016,92.9
Bangalow,2016,93.8
Bangor,2016,92.15
Bankstown,2016,93.26666667
Banora Point,2016,90.35
Baradine,2016,95.2
Barden Ridge,2016,94.3
Bardia,2016,93.3
Bargo,2016,94
Barham,2016,85.5
Barooga,2016,93.1
Barraba,2016,93.9
Barrack Heights,2016,91.7
Bass Hill,2016,93.5
Bateau Bay,2016,93
Bathurst,2016,95.35
Batlow,2016,97.2
Baulkham Hills,2016,93.13333333
Beacon Hill,2016,97.8
Beaumont Hills,2016,95.1
Beecroft,2016,91.4
Beelbangera,2016,95.1
Bega,2016,91.1
Bellambi,2016,91.6
Bellbird,2016,93.8
Bellevue Hill,2016,93.45
Bellingen,2016,96.5
Belmont,2016,93.9
Belmont North,2016,94
Belmore,2016,93.3
Belrose,2016,94.3
Bemboka,2016,91.5
Berala,2016,95.2
Beresfield,2016,94.3
Berkeley,2016,92.05
Berkeley Vale,2016,94.1
Bermagui,2016,89.9
Berowra,2016,93.6
Berowra Heights,2016,93.5
Berrima,2016,95.6
Berry,2016,96.8
Beverly Hills,2016,91.76666667
Bexhill,2016,93.2
Bexley,2016,91.225
Bidwill,2016,93.3
Bilpin,2016,92.7
Bingara,2016,73.4
Birrong,2016,93.6
Black Hill,2016,94.5
Blackalls Park,2016,94.2
Blackheath,2016,94.35
Blacksmiths,2016,94.2
Blacktown,2016,91.14285714
Blairmount,2016,89.1
Blakebrook,2016,95.2
Blakehurst,2016,90.65
Blaxland,2016,94
Blaxland East,2016,90.5
Blayney,2016,94.3
Bligh Park,2016,96
Boambee,2016,92.6
Bodalla,2016,94.1
Bogangar,2016,93.8
Bolwarra,2016,92.3
Bomaderry,2016,92.15
Bombala,2016,95.3
Bonalbo,2016,91.6
Bondi Beach,2016,94.5
Bonnet Bay,2016,93.7
Bonnyrigg,2016,94.1
Bonnyrigg Heights,2016,92.9
Boolaroo,2016,94.1
Boomerang Beach,2016,92.2
Booragul,2016,93.2
Booral,2016,92.2
Boorowa,2016,92.9
Boree Creek,2016,93.2
Bossley Park,2016,94.26666667
Botany,2016,93.875
Bourke,2016,93.7
Bowral,2016,92.15
Bowraville,2016,94.7
Bradbury,2016,91.5
Braidwood,2016,88.4
Branxton,2016,91.2
Brewarrina,2016,92.4
Brighton-Le-Sands,2016,91.6
Broadmeadow,2016,94.9
Broke,2016,93.5
Broken Hill,2016,93.9
Brooklyn,2016,89.5
Brookvale,2016,92.7
Broulee,2016,94.95
Brunswick Heads,2016,93.8
Budgewoi,2016,94.4
Bulli,2016,96.2
Bundanoon,2016,96.5
Bundarra,2016,94.6
Bundeena,2016,93.4
Bungendore,2016,91.3
Burren Junction,2016,95
Burringbar,2016,95.1
Burwood,2016,91.45
Busby,2016,94.4
Buxton,2016,91.4
Byron Bay,2016,92.96666667
Cabramatta,2016,90.9
Callala Bay,2016,89.6
Cambewarra,2016,95.4
Cambridge Park,2016,86.6
Camden,2016,91.8
Cammeray,2016,93.35
Campbelltown,2016,92.85714286
Campsie,2016,95.05
Candelo,2016,91.9
Canley Heights,2016,94.6
Canley Vale,2016,95.4
Canowindra,2016,93.3
Canterbury,2016,94.7
Captains Flat,2016,87.6
Cardiff,2016,94.85
Cardiff South,2016,96.2
Caringbah,2016,93.1
Carlingford,2016,92.675
Carlton,2016,94.3
Carnes Hill,2016,92.6
Carramar,2016,88.3
Carrington,2016,90.3
Cartwright,2016,93
Casino,2016,94.85
Castle Hill,2016,94.2
Castlereagh,2016,92.85
Casula,2016,95.3
Cattai,2016,90.5
Caves Beach,2016,92.1
Cecil Hills,2016,94.5
Central Mangrove,2016,95.5
Central Tilba,2016,94.3
Cessnock,2016,93.45
Charlestown,2016,93.9
Chatswood,2016,93.05
Chatsworth,2016,94.8
Cherrybrook,2016,87.03333333
Chester Hill,2016,94.33333333
Chippendale,2016,94.1
Chipping Norton,2016,94.3
Chisholm,2016,94.5
Chittaway Bay,2016,96.1
Claremont Meadows,2016,93.3
Clarence Town,2016,96
Clarenza,2016,96.1
Claymore,2016,91.3
Clergate,2016,93.4
Clovelly,2016,92
Clunes,2016,94.7
Coal Point,2016,94.2
Cobar,2016,93.1
Cobargo,2016,95.7
Cobbitty,2016,92.55
Coffee Camp,2016,93
Coffs Harbour,2016,94.3
Coleambally,2016,93.1
Coledale,2016,94.1
Collarenebri,2016,95
Collaroy,2016,94.4
Collaroy Plateau,2016,96.05
Colo Vale,2016,93.9
Como,2016,90.1
Concord,2016,94.5
Condobolin,2016,94.7
Condong,2016,94.7
Coniston,2016,95.1
Coogee,2016,95.15
Coolah,2016,96.4
Coolamon,2016,96.5
Cooma,2016,92.3
Cooma North,2016,92.1
Coonabarabran,2016,90.7
Coonamble,2016,94
Coorabell,2016,95.9
Cooranbong,2016,95
Cootamundra,2016,93.2
Copacabana,2016,93.9
Copmanhurst,2016,92.6
Coraki,2016,91.7
Cordeaux Heights,2016,91.7
Corindi Beach,2016,91.3
Corowa,2016,91.3
Corrimal,2016,93.73333333
Coutts Crossing,2016,95.4
Cowan,2016,93.8
Cowra,2016,95.9
Cranebrook,2016,92.925
Crescent Head,2016,96.2
Cringila,2016,95
Cromer,2016,89.2
Cronulla,2016,94.325
Croydon,2016,92.9
Croydon Park,2016,92.1
Crystal Creek,2016,94
Cudal,2016,94.4
Culcairn,2016,95.03333333
Cumnock,2016,91
Cundletown,2016,95.2
Curlewis,2016,92.9
Currans Hill,2016,95.2
Daceyville,2016,93.5
Dapto,2016,92.65
Dareton,2016,90.9
Davidson,2016,92.6
Dean Park,2016,95.1
Dee Why,2016,87.4
Delegate,2016,93.9
Delungra,2016,91.8
Deniliquin,2016,93.7
Denman,2016,90.4
Dharruk,2016,95
Diamond Beach,2016,95.9
Doonside,2016,91.55
Dorrigo,2016,96.3
Double Bay,2016,93.6
Douglas Park,2016,94.4
Dover Heights,2016,94.2
Drummoyne,2016,93.6
Dubbo,2016,93.95
Dudley,2016,92.7
Dulwich Hill,2016,93.2
Dundas Valley,2016,94.63333333
Dunedoo,2016,94.8
Dungay,2016,94.5
Dungog,2016,92.5
Dunmore,2016,93.9
Dunoon,2016,94.6
Dural,2016,93.16666667
Duri,2016,94.2
Eagle Vale,2016,92.8
Earlwood,2016,93.05
East Lindfield,2016,94.2
East Lismore,2016,91.9
East Maitland,2016,93.7
Eastern Creek,2016,95.3
Eastlakes,2016,96.1
Eastwood,2016,94
Eden,2016,96.2
Edensor Park,2016,92.75
Edgeworth,2016,92
Edmondson Park,2016,94.7
Eglinton,2016,91.6
Elanora Heights,2016,92.1
Elderslie,2016,91.9
Eleebana,2016,95.7
Ellalong,2016,90.1
Emerton,2016,93
Emmaville,2016,94.7
Emu Plains,2016,93.875
Enfield,2016,93.6
Engadine,2016,93.925
Epping,2016,93.5
Erina,2016,90.25
Erina Heights,2016,93.8
Ermington,2016,93.9
Erskine Park,2016,91.35
Erskineville,2016,93.5
Eschol Park,2016,94.6
